Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_01447,18-35,Female,No,Rural,DR Congo,Central Africa,Agri-Finance,Horizon Food Systems,Private Agribusiness,3,5,3,4,4,3,4,5,5,4,5,4,3,5,4,4,5,2,3,Regional,5,3,4,3,0,1,0,0,1,1,4,4,5,4,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,4.5,4.0,3.75,3.5,Critical,4.5,4.2,4.2,0.3,1,1,0,3,3,1,1,3.2,High,0,100.0,63.63636363636363,14.285714285714292,50.0,100.0,66.27,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01448,18-35,Female,No,Semi-Urban,Egypt,Northern Africa,Production,Sunrise Food Systems,Research Institution,4,3,4,3,4,4,4,4,4,4,5,5,5,4,5,3,4,3,4,Regional,5,4,5,4,0,0,0,1,1,0,3,4,5,4,4,Local partnerships improve sustainability and trust,Support aggregation and funding of agricultural research,Expand awareness campaigns in rural communities,4.0,3.5,4.5,3.5,High,4.0,4.0,4.8,0.0,0,1,0,2,2,0,1,2.65,Moderate,0,100.0,45.45454545454545,28.57142857142857,80.0,33.33333333333333,62.41,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01449,18-35,Female,Yes,Urban,Nigeria,West Africa,Others,AgriLink Cooperative,Government Agency,5,4,2,4,3,4,4,3,3,2,5,4,4,5,3,4,3,5,4,Regional,3,3,4,5,0,1,0,0,1,0,2,3,5,3,4,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Expand awareness campaigns in rural communities,3.0,3.25,3.75,4.0,Moderate,3.0,3.4,4.2,-0.4,0,1,1,2,1,0,1,2.7,Moderate,1,100.0,36.36363636363637,57.142857142857146,50.0,66.66666666666666,64.69,Agricultural credit & microfinance access | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,High,3
RESP_01450,61+,Female,No,Rural,Zambia,Southern Africa,Agri-Tech,Grassroots AgriCo,Private Agribusiness,5,4,5,4,4,4,3,4,4,4,5,4,5,4,5,4,4,4,4,Continental,4,3,3,4,0,0,1,0,1,1,4,3,4,5,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,3.75,4.25,3.5,4.0,High,3.75,4.0,4.6,-0.25,1,0,0,3,2,1,0,2.8,Moderate,0,66.66666666666666,72.72727272727273,35.71428571428571,40.0,66.66666666666666,57.99,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Capacity building programme enrolment,High,5
RESP_01451,18-35,Male,No,Rural,Gabon,Central Africa,Production,Sahel Solutions Ltd,Farmers Association,4,5,2,4,4,4,5,5,5,4,4,4,3,4,5,4,4,5,4,Regional,4,4,4,4,1,0,1,1,1,1,4,4,4,4,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,4.75,3.75,4.0,4.25,Critical,4.75,4.0,4.0,0.75,0,1,0,5,3,0,1,3.1,High,0,66.66666666666666,54.54545454545454,7.142857142857139,60.0,100.0,54.06,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01452,18-35,Male,No,Urban,Kenya,East Africa,Agri-Finance,Delta Agri Hub,Government Agency,5,4,4,5,4,4,3,3,4,2,4,4,3,5,4,3,5,3,5,Regional,4,3,5,4,0,0,1,1,0,1,3,3,4,3,5,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.0,4.25,4.0,4.0,Moderate,3.0,3.6,4.0,-0.6,0,1,0,3,1,1,1,2.15,Low,1,66.66666666666666,72.72727272727273,57.142857142857146,60.0,66.66666666666666,65.28,Climate-smart agriculture & early warning systems | Capacity building programme enrolment,Routine,2
RESP_01453,46-60,Male,No,Semi-Urban,Kenya,East Africa,Services,Sahel Solutions Ltd,Government Agency,5,3,4,3,5,4,5,2,4,2,4,5,3,5,4,5,4,5,4,Regional,5,3,3,4,1,1,1,0,0,1,3,3,5,4,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Promote women leadership representation,3.25,3.75,3.75,4.5,Moderate,3.25,3.8,4.2,-0.55,0,0,0,4,1,0,1,2.25,Low,1,100.0,54.54545454545454,50.0,50.0,33.33333333333333,64.47,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_01454,18-35,Male,No,Semi-Urban,Sierra Leone,West Africa,Others,Continental Agri Ltd,Farmers Association,4,3,3,4,4,5,5,4,5,2,5,4,4,3,4,4,3,4,4,Sub-national,3,4,5,4,0,1,1,0,0,1,3,3,4,4,3,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Promote women leadership representation,4.0,3.5,4.0,3.75,High,4.0,3.4,4.0,0.6,0,1,0,3,2,0,1,2.8,Moderate,0,66.66666666666666,45.45454545454545,28.57142857142857,60.0,33.33333333333333,49.41,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support,Critical,4
RESP_01455,36-45,Female,No,Rural,Uganda,East Africa,Agri-Tech,AfroHarvest Initiative,NGO,5,5,3,3,4,4,5,4,5,3,4,4,3,4,5,4,4,4,4,Regional,4,4,4,4,1,1,0,1,1,0,3,3,4,3,5,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.25,3.75,4.0,4.0,High,4.25,3.6,4.0,0.65,1,0,0,4,2,0,1,3.2,High,0,66.66666666666666,54.54545454545454,21.42857142857143,60.0,100.0,56.92,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01456,18-35,Female,No,Semi-Urban,Egypt,Northern Africa,Agri-Tech,Savanna Tech Group,NGO,3,4,4,3,4,3,3,4,4,3,5,4,2,4,5,5,4,4,4,Regional,4,3,4,4,1,1,1,1,1,0,4,4,4,4,4,Local partnerships improve sustainability and trust,Scale youth agritech incubation hubs,Improve equitable funding access mechanisms,3.5,3.75,3.75,4.25,Moderate,3.5,4.0,4.0,-0.5,0,1,0,5,1,0,1,2.35,Low,1,66.66666666666666,54.54545454545454,42.85714285714286,50.0,66.66666666666666,56.37,Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,Routine,3
RESP_01457,18-35,Female,No,Rural,Gabon,Central Africa,Agri-Finance,AgriLink Cooperative,Government Agency,3,5,4,2,2,4,5,4,5,4,3,5,4,5,4,4,4,4,4,Continental,3,4,4,4,1,0,0,1,0,1,5,4,5,4,5,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Strengthen gender-responsive technology access,4.5,3.25,3.75,4.0,Critical,4.5,4.6,4.2,-0.1,1,1,0,3,3,0,1,3.1,High,0,100.0,36.36363636363637,14.285714285714292,50.0,100.0,59.45,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01458,18-35,Male,No,Semi-Urban,DR Congo,Central Africa,Others,Horizon Food Systems,Women Cooperative,5,4,3,4,4,5,5,3,5,3,5,4,3,4,4,5,4,5,4,Sub-national,4,3,4,4,1,0,1,0,0,1,3,5,5,5,3,Climate adaptation training should be expanded,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,4.0,3.75,3.75,4.5,High,4.0,4.2,4.0,-0.2,0,1,0,3,2,0,1,2.6,Moderate,1,100.0,54.54545454545454,28.57142857142857,50.0,66.66666666666666,63.52,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,4
RESP_01459,36-45,Female,No,Urban,Senegal,West Africa,Agri-Tech,AgriLink Cooperative,Private Agribusiness,4,5,3,2,3,5,5,4,4,2,4,3,5,3,5,3,3,4,3,Regional,4,5,4,5,1,1,1,1,0,0,4,5,3,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,3.75,3.25,4.5,3.25,High,3.75,4.0,4.0,-0.25,0,0,0,4,2,0,1,2.5,Moderate,1,33.33333333333333,36.36363636363637,35.71428571428571,80.0,100.0,48.23,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support,High,3
RESP_01460,18-35,Female,No,Rural,Kenya,East Africa,Production,AgriLink Cooperative,Private Agribusiness,3,4,4,5,4,4,4,5,4,3,4,5,3,5,5,4,4,4,4,Sub-national,3,4,4,5,0,1,1,0,0,1,2,2,5,4,4,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.0,4.25,4.0,4.0,High,4.0,3.4,4.4,0.6,1,1,0,3,2,1,1,3.1,High,0,100.0,72.72727272727273,28.57142857142857,60.0,66.66666666666666,69.56,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01461,36-45,Female,No,Rural,Uganda,East Africa,Agri-Finance,BushVeld Research,Government Agency,4,4,4,3,5,4,4,4,5,5,4,4,5,5,4,3,5,3,4,Continental,3,4,3,4,1,0,0,0,1,0,4,4,5,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,4.5,4.0,3.5,3.75,Critical,4.5,4.2,4.4,0.3,1,0,0,2,3,1,0,3.2,High,0,100.0,63.63636363636363,14.285714285714292,40.0,66.66666666666666,61.43,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01462,18-35,Female,No,Semi-Urban,Ethiopia,East Africa,Services,SeedFuture Institute,Women Cooperative,5,5,2,4,4,4,5,2,3,3,5,5,5,4,5,5,4,4,4,Regional,3,2,5,3,1,1,0,1,1,0,3,2,4,4,4,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Promote women leadership representation,3.25,3.75,3.25,4.25,Moderate,3.25,3.4,4.8,-0.15,0,1,0,4,1,0,0,2.35,Low,1,66.66666666666666,54.54545454545454,50.0,30.0,100.0,58.14,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_01463,46-60,Female,No,Urban,Tunisia,Northern Africa,Agri-Finance,Afri-Impact NGO,Research Institution,4,4,4,2,4,3,4,3,3,3,5,4,4,4,4,4,4,5,3,Sub-national,4,3,4,4,0,1,1,1,1,0,4,4,5,4,3,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.25,3.5,3.75,4.0,Moderate,3.25,4.0,4.2,-0.75,0,0,0,4,1,0,1,2.2,Low,1,100.0,45.45454545454545,50.0,50.0,66.66666666666666,65.53,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_01464,61+,Male,No,Semi-Urban,Zimbabwe,Southern Africa,Services,AgriLink Cooperative,Women Cooperative,4,4,5,4,4,4,3,4,4,3,5,4,4,4,5,5,3,3,5,Regional,4,4,4,4,1,0,1,0,1,1,3,4,3,4,3,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Promote women leadership representation,3.5,4.25,4.0,4.0,Moderate,3.5,3.4,4.4,0.1,0,0,0,4,1,1,1,2.5,Moderate,1,33.33333333333333,72.72727272727273,42.85714285714286,60.0,66.66666666666666,52.42,Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,Routine,3
RESP_01465,36-45,Male,No,Urban,Ethiopia,East Africa,Production,Oasis Farm Group,Community Network,3,5,4,3,4,4,4,3,3,3,4,4,4,4,4,4,5,4,4,Sub-national,3,3,3,4,1,1,1,0,1,0,5,4,5,3,3,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Improve equitable funding access mechanisms,3.25,4.0,3.25,4.25,Moderate,3.25,4.0,4.0,-0.75,0,0,0,4,1,1,0,2.2,Low,1,100.0,63.63636363636363,50.0,30.0,100.0,70.41,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_01466,18-35,Female,No,Semi-Urban,Morocco,Northern Africa,Agri-Finance,Oasis Farm Group,Research Institution,4,4,3,2,3,3,4,4,3,4,3,4,4,4,5,4,4,5,5,National,3,4,3,5,0,1,0,1,1,0,3,4,5,3,4,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,3.75,3.0,3.75,4.5,High,3.75,3.8,4.0,-0.05,0,1,0,3,2,0,1,2.55,Moderate,1,100.0,27.27272727272727,35.71428571428571,50.0,66.66666666666666,58.13,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_01467,46-60,Female,Yes,Rural,Tanzania,East Africa,Processing,Continental Agri Ltd,Women Cooperative,3,4,3,5,5,4,3,5,3,3,5,4,4,4,4,3,3,4,4,Regional,3,3,4,4,0,0,1,1,0,1,5,5,3,4,3,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.5,4.25,3.5,3.5,Moderate,3.5,4.0,4.2,-0.5,1,0,1,3,1,1,0,3.15,High,1,33.33333333333333,72.72727272727273,42.85714285714286,40.0,66.66666666666666,49.42,Land rights advocacy & documentation support | Rural women extension services & cooperative support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Routine,4
RESP_01468,18-35,Male,No,Semi-Urban,Zambia,Southern Africa,Production,GreenVine Partners,NGO,5,3,5,4,4,4,2,5,5,3,5,5,4,5,3,4,4,5,4,Sub-national,4,4,2,4,0,1,1,0,1,0,3,4,5,3,3,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,3.75,4.0,3.5,4.25,High,3.75,3.6,4.4,0.15,0,1,0,3,2,1,0,2.6,Moderate,0,100.0,63.63636363636363,35.71428571428571,40.0,33.33333333333333,62.39,Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,Routine,3
RESP_01469,18-35,Male,No,Semi-Urban,South Africa,Southern Africa,Processing,Savanna Tech Group,NGO,4,4,5,5,4,4,3,2,4,3,4,4,3,3,5,3,4,4,4,Regional,5,4,3,4,1,1,0,0,1,1,4,4,5,4,3,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,3.0,4.5,4.0,3.75,Moderate,3.0,4.0,3.8,-1.0,0,1,0,4,1,1,1,2.05,Low,1,100.0,81.81818181818183,57.142857142857146,60.0,66.66666666666666,77.55,Climate-smart agriculture & early warning systems,Routine,1
RESP_01470,18-35,Female,No,Rural,Ghana,West Africa,Processing,FarmFirst Alliance,Research Institution,3,4,3,4,4,5,5,5,5,3,5,4,4,4,4,5,3,5,5,National,4,3,3,4,0,1,1,0,1,1,4,4,5,4,4,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,4.5,3.75,3.5,4.5,Critical,4.5,4.2,4.2,0.3,1,1,0,4,3,0,0,3.2,High,0,100.0,54.54545454545454,14.285714285714292,40.0,66.66666666666666,59.16,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01471,36-45,Female,No,Semi-Urban,Senegal,West Africa,Marketing,Grassroots AgriCo,Women Cooperative,4,5,4,4,4,3,4,2,4,3,4,4,4,4,5,4,4,4,3,National,4,2,5,4,0,1,1,0,0,0,4,4,4,3,5,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,3.25,4.25,3.75,3.75,Moderate,3.25,4.0,4.2,-0.75,0,0,0,2,1,1,1,2.2,Low,1,66.66666666666666,72.72727272727273,50.0,50.0,100.0,65.68,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_01472,46-60,Female,No,Rural,Chad,Central Africa,Services,ProAgri Associates,Private Agribusiness,4,4,4,3,3,4,4,3,5,3,4,5,3,5,5,3,4,4,4,Continental,3,3,4,3,1,0,1,0,0,1,4,3,3,4,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,3.75,3.5,3.25,3.75,High,3.75,3.6,4.4,0.15,1,0,0,3,2,0,0,2.9,Moderate,0,33.33333333333333,45.45454545454545,35.71428571428571,30.0,66.66666666666666,39.67,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
RESP_01473,18-35,Male,Yes,Rural,Chad,Central Africa,Marketing,Savanna Tech Group,Community Network,4,5,3,5,4,3,5,4,3,5,4,5,4,4,3,4,5,5,4,Sub-national,4,3,5,4,1,1,0,1,1,0,3,5,4,4,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,4.25,4.25,4.0,4.5,High,4.25,4.0,4.0,0.25,0,1,1,4,2,1,1,3.3,High,0,66.66666666666666,72.72727272727273,21.42857142857143,60.0,100.0,61.47,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,6
RESP_01474,46-60,Female,No,Semi-Urban,Tunisia,Northern Africa,Processing,Delta Agri Hub,NGO,3,4,5,4,3,4,3,3,4,3,4,5,4,4,5,3,5,5,3,Continental,3,4,4,4,1,0,0,1,0,0,3,3,4,5,3,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,3.25,4.0,3.75,4.0,Moderate,3.25,3.6,4.4,-0.35,0,0,0,2,1,1,1,2.3,Low,1,66.66666666666666,63.63636363636363,50.0,50.0,66.66666666666666,60.08,Climate-smart agriculture & early warning systems | Capacity building programme enrolment,Routine,2
RESP_01475,18-35,Female,No,Rural,South Africa,Southern Africa,Agri-Finance,FarmFirst Alliance,Women Cooperative,3,3,3,3,5,4,3,4,3,5,5,5,4,4,5,5,3,5,3,Regional,3,4,4,5,0,1,1,0,0,0,4,4,5,4,4,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,3.75,3.5,4.0,4.0,High,3.75,4.2,4.6,-0.45,1,1,0,2,2,0,1,2.75,Moderate,0,100.0,45.45454545454545,35.71428571428571,60.0,33.33333333333333,60.84,Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
RESP_01476,61+,Female,No,Rural,Egypt,Northern Africa,Agri-Finance,Continental Agri Ltd,Farmers Association,3,3,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,5,3,Continental,3,3,5,4,0,1,0,1,1,1,2,4,4,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.25,4.0,3.75,4.0,High,4.25,3.6,4.2,0.65,1,0,0,4,2,1,1,3.2,High,0,66.66666666666666,63.63636363636363,21.42857142857143,50.0,33.33333333333333,51.03,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01477,36-45,Female,No,Rural,Uganda,East Africa,Services,AfroHarvest Initiative,Research Institution,5,4,4,4,3,4,3,5,4,4,5,5,3,4,4,5,4,3,3,Sub-national,4,4,4,3,0,0,0,1,1,0,4,4,5,3,5,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.0,3.75,3.75,3.75,High,4.0,4.2,4.2,-0.2,1,0,0,2,2,0,1,2.9,Moderate,0,100.0,54.54545454545454,28.57142857142857,50.0,66.66666666666666,63.52,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01478,46-60,Female,No,Semi-Urban,Ghana,West Africa,Others,Ubuntu Agri Network,NGO,5,4,4,5,4,5,4,4,4,2,5,4,5,5,4,4,4,4,5,Continental,4,3,3,4,0,1,1,0,0,1,3,3,3,5,4,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,3.5,4.25,3.5,4.25,Moderate,3.5,3.6,4.6,-0.1,0,0,0,3,1,1,0,2.45,Low,1,33.33333333333333,72.72727272727273,42.85714285714286,40.0,66.66666666666666,49.42,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_01479,36-45,Male,No,Urban,Egypt,Northern Africa,Others,Grassroots AgriCo,Women Cooperative,3,5,4,4,4,5,3,3,3,2,5,4,4,5,4,5,5,5,5,Continental,4,4,5,4,1,0,0,0,1,0,4,4,3,4,3,Climate adaptation training should be expanded,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,2.75,4.25,4.25,5.0,Low,2.75,3.6,4.4,-0.85,0,0,0,2,0,1,1,2.0,Low,1,33.33333333333333,72.72727272727273,64.28571428571428,70.0,100.0,61.54,Capacity building programme enrolment,Routine,1
RESP_01480,18-35,Female,No,Rural,Algeria,Northern Africa,Processing,Continental Agri Ltd,Research Institution,4,4,2,4,5,3,3,5,5,5,5,5,4,5,4,4,3,4,2,Continental,4,4,3,3,1,1,0,1,1,1,4,5,3,5,4,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,4.5,3.75,3.5,3.25,Critical,4.5,4.2,4.6,0.3,1,1,0,5,3,0,0,3.2,High,0,33.33333333333333,54.54545454545454,14.285714285714292,40.0,66.66666666666666,39.16,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01481,18-35,Female,No,Semi-Urban,Ethiopia,East Africa,Agri-Finance,Oasis Farm Group,Government Agency,4,4,4,3,4,4,5,3,5,3,4,5,5,4,4,4,5,5,5,Continental,5,4,4,5,1,0,0,1,1,1,4,3,4,4,5,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,4.0,3.75,4.5,4.75,High,4.0,4.0,4.4,0.0,0,1,0,4,2,0,1,2.65,Moderate,1,66.66666666666666,54.54545454545454,28.57142857142857,80.0,66.66666666666666,58.02,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,4
RESP_01482,46-60,Female,No,Urban,Ghana,West Africa,Services,Savanna Tech Group,Government Agency,4,5,3,4,5,4,5,5,3,3,5,4,3,4,4,5,4,4,4,Continental,3,3,4,4,0,1,1,0,0,1,2,3,5,4,5,Climate adaptation training should be expanded,Create women-focused digital financing systems,Promote women leadership representation,4.0,4.25,3.5,4.25,High,4.0,3.8,4.0,0.2,0,0,0,3,2,1,0,2.7,Moderate,0,100.0,72.72727272727273,28.57142857142857,40.0,100.0,69.9,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,4
RESP_01483,18-35,Female,No,Rural,Cameroon,Central Africa,Agri-Finance,EcoFarm Network,Community Network,4,4,3,3,5,3,5,4,4,4,4,5,5,4,5,5,5,5,5,Regional,4,4,5,4,1,1,1,1,1,0,3,4,5,3,4,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.25,3.75,4.25,5.0,High,4.25,3.8,4.6,0.45,1,1,0,5,2,0,1,3.15,High,0,100.0,54.54545454545454,21.42857142857143,70.0,66.66666666666666,65.09,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01484,46-60,Male,No,Rural,Cameroon,Central Africa,Services,Savanna Tech Group,Farmers Association,5,4,4,3,3,4,5,5,3,3,5,5,3,4,4,4,3,4,3,Continental,4,3,4,4,0,1,0,0,0,1,5,5,5,4,5,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,4.0,3.5,3.75,3.5,High,4.0,4.8,4.2,-0.8,0,0,0,2,2,0,1,2.45,Low,1,100.0,45.45454545454545,28.57142857142857,50.0,66.66666666666666,61.24,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,4
